region_country,year,code,Greenhouse gas emissions per capita,population,electricity_generation,Urban_pct
Africa,2000,AFR,15.413796,47243054,210.8600037,99.65641856
Africa,2001,AFR,15.3062895,47651426,210.2899963,100.2187325
Africa,2002,AFR,14.7945776,48105292,220.8100018,100.7672052
Africa,2003,AFR,15.4771,48587407,234.4700055,101.377367
Africa,2004,AFR,16.69363,49079595,244.8400006,102.0215148
Africa,2005,AFR,15.79932,49579329,245.2299927,102.6752108
Africa,2006,AFR,16.360187,50088662,254.1299976,103.3156897
Africa,2007,AFR,16.8731507,50620058,263.8299902,103.9201863
Africa,2008,AFR,17.3069686,51207158,258.6300085,104.4659355
Africa,2009,AFR,16.9346943,51822162,249.9099976,104.930172
Africa,2010,AFR,16.4238214,52439040,259.9699963,105.2902193
Africa,2011,AFR,15.906271,53092253,262.880011,105.5246122
Africa,2012,AFR,15.6372075,53882135,258.2799951,105.6878319
Africa,2013,AFR,15.174379,54780897,256.3899969,105.867472
Africa,2014,AFR,15.808058,55699503,255.2200043,106.0738583
Africa,2015,AFR,15.4104943,56830783,250.5100031,106.3044386
Africa,2016,AFR,15.702925,57369386,253.3099976,106.5566606
Africa,2017,AFR,15.465017,57747601,255.6499994,106.8279723
Africa,2018,AFR,15.564774,58728054,256.8199878,107.1158214
Africa,2019,AFR,15.532489,59705542,253.6400073,107.4176559
Africa,2020,AFR,14.7406977,60682673,241.3300055,107.7309236
Africa,2021,AFR,14.687234,61625602,246.0600067,108.0530722
Africa,2022,AFR,14.404498,62503950,239.7899982,108.3874909
Africa,2023,AFR,14.4224123,63340347,233.5699969,108.6794787
Africa,2024,AFR,14.335834,64137623,248.1500043,108.9816607
Africa,2025,AFR,,64747319,242.7599945,
Asia Pacific,2000,APAC,117.4773876,2903495844,3862.870047,552.8703167
Asia Pacific,2001,APAC,119.6735945,2938429386,4036.98008,559.113474
Asia Pacific,2002,APAC,116.4834552,2972027040,4300.57999,566.6456003
Asia Pacific,2003,APAC,115.844223,3004507320,4612.959911,574.6992471
Asia Pacific,2004,APAC,116.2396443,3036709709,5053.509987,582.5286787
Asia Pacific,2005,APAC,108.4378471,3068711372,5434.689976,589.7931716
Asia Pacific,2006,APAC,114.1716749,3100814337,5895.189935,596.5806772
Asia Pacific,2007,APAC,113.4594489,3132729707,6433.53004,603.3361807
Asia Pacific,2008,APAC,120.5693998,3164420440,6725.369919,609.3240184
Asia Pacific,2009,APAC,116.2494073,3196799863,6958.109914,615.0887922
Asia Pacific,2010,APAC,124.4285387,3229482711,7641.790218,619.7778222
Asia Pacific,2011,APAC,126.4730037,3261669752,8241.599899,625.4915898
Asia Pacific,2012,APAC,123.2592491,3294295366,8635.620133,629.4715988
Asia Pacific,2013,APAC,120.5485555,3326767433,9149.289837,633.3449189
Asia Pacific,2014,APAC,120.3700333,3357842857,9646.820206,636.9376778
Asia Pacific,2015,APAC,115.8493365,3387376560,9733.770119,640.8436414
Asia Pacific,2016,APAC,110.7389463,3416776512,10227.34014,644.8222303
Asia Pacific,2017,APAC,111.356064,3446146332,10820.6499,649.024845
Asia Pacific,2018,APAC,110.3620801,3472719097,11569.30019,657.2318134
Asia Pacific,2019,APAC,109.1654509,3496116066,11945.60016,661.7638367
Asia Pacific,2020,APAC,104.6614915,3516125578,12125.44988,665.8305565
Asia Pacific,2021,APAC,103.9481965,3530935918,13080.9498,670.8125416
Asia Pacific,2022,APAC,102.3539005,3543657587,13595.29993,675.0602404
Asia Pacific,2023,APAC,101.7071835,3556769169,14320.40016,678.8471706
Asia Pacific,2024,APAC,101.5456232,3569356143,15163.57993,682.1982303
Asia Pacific,2025,APAC,,3296154286,15348.48039,
Australia,2000,AUS,40.317493,19132472,216.8300018,85.10716086
Australia,2001,AUS,38.010326,19365438,224.2599945,85.14810942
Australia,2002,AUS,35.732056,19595356,223.4900055,85.28421028
Australia,2003,AUS,37.06214,19819449,225.9499969,85.40970778
Australia,2004,AUS,38.004784,20046679,229.2299957,85.51876761
Australia,2005,AUS,31.413286,20294490,230.7400055,85.61908712
Australia,2006,AUS,32.190773,20590566,237.9900055,85.74925443
Australia,2007,AUS,33.283916,20954545,243.1900024,85.89685196
Australia,2008,AUS,37.308044,21370595,245.3800049,86.0253817
Australia,2009,AUS,32.56265,21783014,249.8999939,86.12781391
Australia,2010,AUS,41.015854,22141583,250.9700012,86.21986005
Australia,2011,AUS,38.641823,22479779,256.2799988,86.32689461
Australia,2012,AUS,34.84383,22852648,250.6600037,86.44512591
Australia,2013,AUS,29.860008,23236271,249.5599976,86.57405158
Australia,2014,AUS,28.44425,23595599,247.6499939,86.72212893
Australia,2015,AUS,26.639627,23947997,253.9900055,86.87786425
Australia,2016,AUS,27.841095,24329963,258.230011,87.01662952
Australia,2017,AUS,28.963062,24731044,258.9700012,87.12809266
Australia,2018,AUS,27.113306,25119700,262.6300049,87.22676808
Australia,2019,AUS,25.339125,25482714,265.8999939,87.30196479
Australia,2020,AUS,24.778906,25743787,265.1499939,87.27134705
Australia,2021,AUS,24.117104,25956417,267.4500122,87.23534076
Australia,2022,AUS,23.244148,26200987,272.9200134,87.33432683
Australia,2023,AUS,23.117304,26451126,273.1099854,87.48669557
Australia,2024,AUS,22.83231,26713206,281.6400146,87.602147
Australia,2025,AUS,,26974024,286.3399963,
Austria,2000,AUT,9.933071,8012929,59.63999939,66.7690239
Austria,2001,AUT,10.387493,8042233,60.97999954,66.84081613
Austria,2002,AUT,10.549829,8081640,60.63000107,66.88874571
Austria,2003,AUT,11.382799,8122604,57.97000122,66.9263575
Austria,2004,AUT,11.13809,8173496,61.84999847,66.95586129
Austria,2005,AUT,11.195336,8229204,64.37000275,66.97979507
Austria,2006,AUT,10.90451,8269901,62.20999908,67.00069681
Austria,2007,AUT,10.606105,8296948,62.83000183,67.02110449
Austria,2008,AUT,10.583739,8323250,64.37999725,67.04355608
Austria,2009,AUT,9.67923,8345073,66.20999908,67.07058957
Austria,2010,AUT,10.234332,8365087,67.81999969,67.10474293
Austria,2011,AUT,9.924477,8393272,62.20000076,67.14842554
Austria,2012,AUT,9.524514,8431599,68.65000153,67.20859098
Austria,2013,AUT,9.582816,8481411,64.55000305,67.29813088
Austria,2014,AUT,9.007916,8547812,61.54999924,67.41543276
Austria,2015,AUT,9.09775,8644037,61.77999878,67.55761755
Austria,2016,AUT,9.074407,8737920,64.87000275,67.72180619
Austria,2017,AUT,9.320249,8798779,67.08999634,67.90511961
Austria,2018,AUT,8.939235,8841653,64.66999817,68.10467872
Austria,2019,AUT,9.056224,8880876,70.69000244,68.31760448
Austria,2020,AUT,8.341348,8921402,69.02999878,68.54101779
Austria,2021,AUT,8.769088,8967053,66.66999817,68.7736017
Austria,2022,AUT,8.164064,9064678,64.47000122,68.99808513
Austria,2023,AUT,7.5781584,9130434,70.98000336,69.22653583
Austria,2024,AUT,7.482617,9120815,78.47000122,69.46581811
Austria,2025,AUT,,9113578,73.22000122,
Belgium,2000,BEL,14.872246,10251719,82.79000092,82.01525204
Belgium,2001,BEL,14.621594,10287005,78.62999725,82.33568939
Belgium,2002,BEL,14.615368,10332975,80.94000244,82.65096633
Belgium,2003,BEL,14.615832,10376262,83.56999969,82.96095388
Belgium,2004,BEL,14.734936,10421298,82.91000366,83.26552308
Belgium,2005,BEL,14.199603,10478883,84.37999725,83.56454497
Belgium,2006,BEL,13.884735,10548445,83.33999634,83.85789059
Belgium,2007,BEL,13.4774885,10625488,86.80999756,84.14543096
Belgium,2008,BEL,13.310828,10709711,83.05999756,84.42703712
Belgium,2009,BEL,12.019967,10812936,89.76000214,84.70258011
Belgium,2010,BEL,12.566829,10936619,93.04000092,84.97193096
Belgium,2011,BEL,11.574674,11038624,89.27999878,85.2349607
Belgium,2012,BEL,11.282182,11107522,81.51000214,85.49154038
Belgium,2013,BEL,11.269594,11160277,81.94999695,85.74154102
Belgium,2014,BEL,10.723628,11210113,71.19999695,85.98483367
Belgium,2015,BEL,11.091791,11275332,68.43000031,86.22128935
Belgium,2016,BEL,10.846068,11332707,84.30999756,86.4507791
Belgium,2017,BEL,10.764667,11376583,85.33999634,86.67317395
Belgium,2018,BEL,10.799465,11428608,73.87000275,86.88834495
Belgium,2019,BEL,10.705454,11490623,92.69000244,87.09616312
Belgium,2020,BEL,9.895866,11540102,88.29000092,87.2964995
Belgium,2021,BEL,10.209646,11570843,99.40000153,87.43055641
Belgium,2022,BEL,9.570906,11641814,94.33000183,87.48920027
Belgium,2023,BEL,9.139,11712891,82.12999725,87.55149264
Belgium,2024,BEL,9.195861,11738761,76.01000214,87.6126557
Belgium,2025,BEL,,11758601,72.88999939,
Brazil,2000,BRA,16.227047,174018278,348.9299927,81.14843654
Brazil,2001,BRA,15.78761,176301201,328.5499878,81.59604506
Brazil,2002,BRA,16.700718,178503485,345.7200012,81.99434915
Brazil,2003,BRA,21.297302,180622688,364.3900146,82.35403358
Brazil,2004,BRA,18.140167,182675144,387.4899902,82.68168248
Brazil,2005,BRA,16.552488,184688101,403.0700073,82.98387996
Brazil,2006,BRA,15.103799,186653099,419.4500122,83.26721014
Brazil,2007,BRA,14.562687,188552311,445.1499939,83.53825713
Brazil,2008,BRA,13.744218,190367297,463.1799927,83.80360506
Brazil,2009,BRA,12.663623,192079958,466.1700134,84.06983803
Brazil,2010,BRA,12.504965,193701931,515.7999878,84.34384604
Brazil,2011,BRA,12.182661,195284736,531.7600098,84.62257586
Brazil,2012,BRA,12.714803,196876113,552.5,84.89738742
Brazil,2013,BRA,12.942455,198478290,570.8300171,85.16765854
Brazil,2014,BRA,13.135445,200085126,590.5499878,85.43313679
Brazil,2015,BRA,12.98077,201675534,581.2199707,85.69356971
Brazil,2016,BRA,12.3620615,203218108,578.8900146,85.94870484
Brazil,2017,BRA,11.87701,204703440,589.3200073,86.19828976
Brazil,2018,BRA,11.756933,206107265,601.3900146,86.44207199
Brazil,2019,BRA,11.900069,207455459,633.3300171,86.67979911
Brazil,2020,BRA,12.32247,208660845,628.7600098,86.91121865
Brazil,2021,BRA,13.240097,209550291,656.4000244,87.13607817
Brazil,2022,BRA,13.670547,210306411,677.1599731,87.34955624
Brazil,2023,BRA,13.345687,211140731,708.1199951,87.61597102
Brazil,2024,BRA,13.228536,211998565,745.7199707,87.89585495
Brazil,2025,BRA,,212812397,750.5300293,
Bulgaria,2000,BGR,6.8486023,8000519,40.59000015,68.26314545
Bulgaria,2001,BGR,7.1468396,7928455,43.43999863,69.19671198
Bulgaria,2002,BGR,6.913642,7861949,42.08000183,69.48591614
Bulgaria,2003,BGR,7.647926,7804405,42.27999878,69.78084564
Bulgaria,2004,BGR,7.1227775,7749430,41.36000061,69.91933441
Bulgaria,2005,BGR,7.3897014,7695047,43.88999939,70.08695984
Bulgaria,2006,BGR,7.479793,7640292,45.43999863,70.50752258
Bulgaria,2007,BGR,8.154737,7586896,42.81999969,70.68441772
Bulgaria,2008,BGR,8.1482,7535589,44.49000168,70.90209961
Bulgaria,2009,BGR,7.285257,7488016,42.31000137,71.30173492
Bulgaria,2010,BGR,7.795081,7437594,45.93000031,71.51493073
Bulgaria,2011,BGR,9.029452,7380023,49.95999908,72.61016539
Bulgaria,2012,BGR,8.442721,7317020,46.45999908,72.76848602
Bulgaria,2013,BGR,7.2679505,7264605,43.02000046,72.96328216
Bulgaria,2014,BGR,7.675163,7223450,46.91999817,73.08448792
Bulgaria,2015,BGR,8.282166,7177515,48.70999908,73.10305786
Bulgaria,2016,BGR,7.948747,7127436,44.52999878,73.17500305
Bulgaria,2017,BGR,8.352539,7075642,44.84000015,73.39045715
Bulgaria,2018,BGR,7.7646437,7024745,46.50999832,73.6002121
Bulgaria,2019,BGR,7.6140366,6975466,43.72000122,73.7162323
Bulgaria,2020,BGR,6.8361783,6933656,40.13999939,73.32398987
Bulgaria,2021,BGR,7.610645,6877222,47.22000122,73.34676562
Bulgaria,2022,BGR,8.297977,6825862,50.27999878,73.4799164
Bulgaria,2023,BGR,6.375943,6795805,40.08000183,73.73226716
Bulgaria,2024,BGR,5.9598427,6757686,38.29999924,73.94993569
Bulgaria,2025,BGR,,6714556,37.95999908,
Canada,2000,CAN,31.057178,30891800,603.8200073,78.62929955
Canada,2001,CAN,30.365082,31213578,587.7600098,78.84147649
Canada,2002,CAN,29.72726,31535579,599.789978,79.09902348
Canada,2003,CAN,29.796,31836483,588.2700195,79.39138067
Canada,2004,CAN,29.527658,32132680,598.5,79.69230633
Canada,2005,CAN,28.887848,32440172,620.5,79.97606159
Canada,2006,CAN,27.791416,32759174,608.4299927,80.2190661
Canada,2007,CAN,27.412447,33092171,634.1900024,80.44256151
Canada,2008,CAN,26.433825,33449088,635.1099854,80.66289449
Canada,2009,CAN,23.612288,33826370,613.8699951,80.85918389
Canada,2010,CAN,23.286385,34196900,607.0300293,81.01208923
Canada,2011,CAN,24.623545,34555449,638.2700195,81.10314254
Canada,2012,CAN,24.562958,34922513,636.539978,81.15134832
Canada,2013,CAN,24.486923,35293421,655.6900024,81.18343996
Canada,2014,CAN,24.69511,35634265,652.9699707,81.21118316
Canada,2015,CAN,24.468214,35962236,661.0800171,81.24656703
Canada,2016,CAN,23.283136,36353345,667.1300049,81.30230111
Canada,2017,CAN,23.869194,36808498,669.3499756,81.40189458
Canada,2018,CAN,23.41353,37294996,661.2000122,81.55003416
Canada,2019,CAN,22.798832,37782934,655.7000122,81.7363672
Canada,2020,CAN,20.852736,38171903,655.8900146,81.95098887
Canada,2021,CAN,21.369272,38454058,652.4000244,82.17792791
Canada,2022,CAN,21.005362,38821259,664.0800171,82.35008974
Canada,2023,CAN,20.994154,39299098,641.3900146,82.52505644
Canada,2024,CAN,20.198366,39742429,636.789978,82.70025658
Canada,2025,CAN,,40126728,652.4400024,
Central and South America,2000,CSAM,38.2520036,331175145,643.3399882,375.7354341
Central and South America,2001,CSAM,36.8008556,335802368,631.1299882,378.3140326
Central and South America,2002,CSAM,38.9575865,340310432,657.0199947,380.7610437
Central and South America,2003,CSAM,46.584509,344702177,689.4200105,383.06549
Central and South America,2004,CSAM,39.3075957,348999855,731.1899914,385.210456
Central and South America,2005,CSAM,37.0540167,353238603,761.3900079,387.140369
Central and South America,2006,CSAM,36.2908222,357428378,792.7000132,388.9101924
Central and South America,2007,CSAM,36.682924,361613862,830.4600029,390.6705414
Central and South America,2008,CSAM,36.1266147,365779433,856.8099994,392.4414844
Central and South America,2009,CSAM,34.1748635,369860739,860.2900219,394.2329823
Central and South America,2010,CSAM,33.621699,373840582,921.3599949,396.0557462
Central and South America,2011,CSAM,35.5370289,377749497,961.010006,397.8819348
Central and South America,2012,CSAM,40.3509901,381593174,991.6300153,398.970115
Central and South America,2013,CSAM,37.2365637,385376604,1024.49001,400.1207896
Central and South America,2014,CSAM,35.5286728,389066135,1044.679972,401.3131849
Central and South America,2015,CSAM,34.9309243,392583457,1055.229961,402.5327348
Central and South America,2016,CSAM,33.3306726,396041193,1065.10002,403.7657781
Central and South America,2017,CSAM,34.1353312,399706613,1087.090005,404.9974564
Central and South America,2018,CSAM,33.1622094,403556439,1122.090024,406.2661563
Central and South America,2019,CSAM,33.0902694,407323721,1152.080027,407.6662913
Central and South America,2020,CSAM,31.4275674,410494839,1127.540023,409.0439354
Central and South America,2021,CSAM,31.963694,412902930,1170.180019,410.3553811
Central and South America,2022,CSAM,31.9049576,415292268,1203.649968,411.6758068
Central and South America,2023,CSAM,31.1095238,417966003,1247.350013,413.0628373
Central and South America,2024,CSAM,30.9837618,420640609,1289.659966,414.4766748
Central and South America,2025,CSAM,,423197791,1299.170032,
Chile,2000,CHL,6.724094,15503638,41.11999893,86.27109125
Chile,2001,CHL,6.4492183,15683852,42.31999969,86.49063459
Chile,2002,CHL,6.2360387,15857926,43.43999863,86.61141151
Chile,2003,CHL,6.571243,16024755,46.63000107,86.6792973
Chile,2004,CHL,6.6311183,16187324,51,86.73367545
Chile,2005,CHL,6.7280397,16348780,52.22000122,86.77682445
Chile,2006,CHL,6.6462584,16509195,55.04000092,86.81251234
Chile,2007,CHL,7.1901755,16671571,58.27999878,86.84450716
Chile,2008,CHL,7.4583397,16838987,59.45999908,86.87657694
Chile,2009,CHL,6.8900075,17009730,60.36999893,86.91248973
Chile,2010,CHL,7.134177,17181463,60.25,86.95601356
Chile,2011,CHL,7.351103,17351810,65.65000153,87.01091647
Chile,2012,CHL,7.525238,17519116,69.56999969,87.08249437
Chile,2013,CHL,7.408627,17687006,72.83999634,87.18277777
Chile,2014,CHL,7.066875,17864192,70.16999817,87.31337015
Chile,2015,CHL,7.0903993,18047630,74.91000366,87.46533203
Chile,2016,CHL,7.102788,18267225,78.83000183,87.63062906
Chile,2017,CHL,6.9358673,18558868,78.93000031,87.80002958
Chile,2018,CHL,6.725559,18893185,81.76000214,87.96204938
Chile,2019,CHL,6.910745,19197748,83.98000336,88.12736856
Chile,2020,CHL,6.4279156,19370621,83.58000183,88.29534904
Chile,2021,CHL,6.1170154,19456323,88.09999847,88.46605117
Chile,2022,CHL,6.0102987,19553033,91.04000092,88.63953528
Chile,2023,CHL,5.403839,19658833,89.23000336,88.81586172
Chile,2024,CHL,5.2821336,19764774,88.62000275,88.99509085
Chile,2025,CHL,,19859919,88.5,
China,2000,CHN,4.160504,1269581174,1355.599976,36.43202347
China,2001,CHN,4.1308656,1278725061,1480.790039,37.65974426
China,2002,CHN,4.3518033,1286866835,1654.01001,39.08978271
China,2003,CHN,4.923224,1294517323,1910.579956,40.53023148
China,2004,CHN,5.253505,1302100316,2203.310059,41.76001358
China,2005,CHN,5.764417,1310027135,2500.26001,42.98999786
China,2006,CHN,6.2331123,1318054030,2865.719971,44.34300995
China,2007,CHN,6.5633135,1325813576,3281.540039,45.88924408
China,2008,CHN,6.9308395,1333821011,3495.76001,46.98950577
China,2009,CHN,7.184018,1342522717,3714.639893,48.34170532
China,2010,CHN,7.62744,1351561505,4207.160156,49.23402706
China,2011,CHN,8.345987,1360250658,4713.02002,51.83002853
China,2012,CHN,8.416323,1369520866,4987.540039,53.10031128
China,2013,CHN,8.4788885,1379008040,5431.629883,54.49000168
China,2014,CHN,8.421998,1387951970,5794.450195,55.75025558
China,2015,CHN,8.339434,1396134171,5814.580078,57.32978439
China,2016,CHN,8.10709,1404052628,6133.160156,58.83992386
China,2017,CHN,8.2294655,1412354730,6604.439941,60.24026871
China,2018,CHN,8.449486,1419008954,7166.140137,61.50019836
China,2019,CHN,8.656276,1423520357,7503.430176,62.70991516
China,2020,CHN,8.781991,1426106093,7779.069824,63.52342303
China,2021,CHN,9.084501,1426437269,8534.259766,64.72107697
China,2022,CHN,9.435246,1425179562,8848.709961,65.21763611
China,2023,CHN,9.79513,1422584930,9456.450195,65.5301448
China,2024,CHN,9.939262,1419321284,10086.87988,65.8946981
China,2025,CHN,,1416096093,10583.36035,
Colombia,2000,COL,4.7867937,39089939,42.81000137,74.34935702
Colombia,2001,COL,4.1622133,39709263,43.13999939,74.79383717
Colombia,2002,COL,5.2407174,40324684,44.70999908,75.19244436
Colombia,2003,COL,8.028163,40937426,46.20000076,75.53418286
Colombia,2004,COL,5.0797358,41543177,49.33000183,75.80805695
Colombia,2005,COL,4.1638517,42128978,49.93999863,76.0049389
Colombia,2006,COL,4.6889067,42691081,53.34000015,76.16191919
Colombia,2007,COL,4.786384,43235374,54.79000092,76.31440388
Colombia,2008,COL,4.2480373,43758805,55.47999954,76.45967618
Colombia,2009,COL,4.220222,44271543,56.75,76.59641458
Colombia,2010,COL,4.089981,44777325,60.22999954,76.72329757
Colombia,2011,COL,6.4011307,45259614,61.70000076,76.83900361
Colombia,2012,COL,10.43731,45715807,63.06000137,76.9422112
Colombia,2013,COL,7.1670055,46151583,73.51000214,77.03159882
Colombia,2014,COL,6.0411086,46565426,70.45999908,77.10584494
Colombia,2015,COL,5.4059086,46969938,77.97000122,77.16362805
Colombia,2016,COL,4.8899336,47437513,76.16999817,77.20362664
Colombia,2017,COL,6.4377317,48131076,78.47000122,77.22451917
Colombia,2018,COL,6.25642,49024463,78.20999908,77.28048166
Colombia,2019,COL,5.5208006,49907987,78.77999878,77.45955285
Colombia,2020,COL,4.82148,50629997,77.75,77.63825335
Colombia,2021,COL,4.890602,51188174,84.36000061,77.83395703
Colombia,2022,COL,4.585246,51737944,82.86000061,78.04646331
Colombia,2023,COL,4.5732226,52321152,86.58000183,78.27557158
Colombia,2024,COL,4.6946015,52886360,89.13999939,78.52108119
Colombia,2025,COL,,53425629,90.36000061,
Costa Rica,2000,CRI,3.8999646,3937737,6.860000134,59.0462379
Costa Rica,2001,CRI,3.873619,4008951,6.900000095,60.14276004
Costa Rica,2002,CRI,4.375642,4075710,7.420000076,61.27876336
Costa Rica,2003,CRI,4.128607,4138791,7.300000191,62.45180593
Costa Rica,2004,CRI,3.0493636,4200079,7.980000019,63.65960135
Costa Rica,2005,CRI,3.0638018,4261240,8.18999958,64.89986322
Costa Rica,2006,CRI,3.2354965,4321337,8.619999886,66.17030512
Costa Rica,2007,CRI,3.7188985,4380250,8.979999542,67.46864065
Costa Rica,2008,CRI,4.3895054,4440058,9.399999619,68.79258339
Costa Rica,2009,CRI,4.38217,4499788,9.239999771,70.13984695
Costa Rica,2010,CRI,3.9912617,4555965,9.510000229,71.5081449
Costa Rica,2011,CRI,3.5473547,4609834,9.75,72.84265867
Costa Rica,2012,CRI,3.5861676,4663930,10.10999966,73.38950207
Costa Rica,2013,CRI,3.7415822,4716153,10.18999958,73.94317762
Costa Rica,2014,CRI,3.4776256,4767126,10.17000008,74.48669632
Costa Rica,2015,CRI,3.8028774,4818045,10.77000046,75.01981958
Costa Rica,2016,CRI,3.6349242,4867003,10.85999966,75.54230881
Costa Rica,2017,CRI,3.6638198,4913177,11.27999973,76.05392543
Costa Rica,2018,CRI,3.283227,4957813,11.43999958,76.55443084
Costa Rica,2019,CRI,3.2043831,4999549,11.42000008,77.04358647
Costa Rica,2020,CRI,2.8442268,5034323,11.72000027,77.52115373
Costa Rica,2021,CRI,2.7750092,5059991,12.72999954,77.98689402
Costa Rica,2022,CRI,2.7324953,5081764,12.43999958,78.44056876
Costa Rica,2023,CRI,2.9040008,5105526,11.72000027,78.88193936
Costa Rica,2024,CRI,2.9205217,5129909,11,79.31076724
Costa Rica,2025,CRI,,5152949,12.81000042,
Croatia,2000,HRV,4.009792,4326105,11.21000004,55.68183193
Croatia,2001,HRV,4.093012,4301079,12.75,55.69138291
Croatia,2002,HRV,4.4084115,4305783,12.68999958,55.67454686
Croatia,2003,HRV,4.6467056,4306683,13.15999985,55.63869602
Croatia,2004,HRV,4.9794807,4310050,13.86999989,55.58908787
Croatia,2005,HRV,5.0258446,4313946,13.05000019,55.53072175
Croatia,2006,HRV,5.1471953,4315802,12.90999985,55.46859697
Croatia,2007,HRV,6.5072184,4315959,12.53999996,55.40771287
Croatia,2008,HRV,5.625444,4314635,12.77999973,55.35306878
Croatia,2009,HRV,5.2698283,4310537,13.35000038,55.30966403
Croatia,2010,HRV,4.985248,4301150,14.78999996,55.28249793
Croatia,2011,HRV,5.292676,4280827,11.22999954,55.27737933
Croatia,2012,HRV,7.0362105,4259233,10.56999969,55.30428886
Croatia,2013,HRV,5.4346266,4242403,13.93999958,55.36594797
Croatia,2014,HRV,5.418615,4219485,13.43000031,55.45918349
Croatia,2015,HRV,5.611076,4183732,11.23999977,55.58125945
Croatia,2016,HRV,5.3496284,4136438,12.60000038,55.72943986
Croatia,2017,HRV,5.540383,4079198,11.77000046,55.90098874
Croatia,2018,HRV,5.4447637,4024868,13.52000046,56.0931701
Croatia,2019,HRV,5.909035,3986338,12.64999962,56.30324796
Croatia,2020,HRV,5.496335,3953956,13.22999954,56.52848634
Croatia,2021,HRV,5.4643493,3924607,15.10999966,56.76835026
Croatia,2022,HRV,5.5184655,3907031,14.10000038,56.99775717
Croatia,2023,HRV,5.784373,3896023,17.44000053,57.24315607
Croatia,2024,HRV,5.7945905,3875325,15.28999996,57.51589817
Croatia,2025,HRV,,3848164,14.69999981,
Cyprus,2000,CYP,7.57337,947667,3.369999886,68.77269668
Cyprus,2001,CYP,7.235042,964129,3.549999952,68.80240681
Cyprus,2002,CYP,8.24788,981443,3.789999962,68.78635894
Cyprus,2003,CYP,8.335039,999600,4.050000191,68.71209732
Cyprus,2004,CYP,8.730651,1017875,4.199999809,68.59081414
Cyprus,2005,CYP,8.13823,1036156,4.380000114,68.43406742
Cyprus,2006,CYP,8.218066,1054424,4.650000095,68.25341517
Cyprus,2007,CYP,8.119054,1072727,4.869999886,68.0604154
Cyprus,2008,CYP,8.417925,1091029,5.070000172,67.86662613
Cyprus,2009,CYP,7.6505976,1109377,5.210000038,67.68360538
Cyprus,2010,CYP,7.5320263,1127826,5.329999924,67.52291116
Cyprus,2011,CYP,7.122683,1146493,4.920000076,67.39798928
Cyprus,2012,CYP,6.401313,1165403,4.71999979,67.30102891
Cyprus,2013,CYP,5.68626,1183899,4.289999962,67.21023336
Cyprus,2014,CYP,6.780235,1201806,4.340000153,67.12305588
Cyprus,2015,CYP,6.1357446,1219504,4.539999962,67.04024779
Cyprus,2016,CYP,6.846011,1237114,4.889999866,66.96256041
Cyprus,2017,CYP,7.0873337,1254274,5,66.89074506
Cyprus,2018,CYP,6.711197,1270743,5.059999943,66.82555305
Cyprus,2019,CYP,6.969747,1286669,5.150000095,66.76773571
Cyprus,2020,CYP,6.5804005,1302250,4.849999905,66.71804435
Cyprus,2021,CYP,6.6176724,1317311,5.119999886,66.67183654
Cyprus,2022,CYP,6.7444196,1331376,5.260000229,66.66948294
Cyprus,2023,CYP,6.9307976,1344981,5.329999924,66.67394775
Cyprus,2024,CYP,6.989144,1358287,5.789999962,66.68242592
